Postcode,Population
GU11 1,"6,271"
GU11 2,"4,626"
GU11 3,"12,395"
GU12 4,"14,535"
GU12 5,"7,763"
GU12 6,"9,181"
GU14 0,"8,039"
GU14 6,"9,418"
GU14 7,"6,129"
GU14 8,"16,241"
GU14 9,"15,167"
GU15 1,"9,935"
GU15 2,"9,561"
GU15 3,"6,729"
GU15 4,"8,553"
GU16 6,"10,274"
GU16 7,"2,067"
GU16 8,"7,653"
GU16 9,"3,773"
GU17 0,"7,195"
GU17 9,"3,906"
GU18 5,"6,791"
GU19 5,"5,592"
GU2  4,"2,782"
GU2  7,"10,846"
GU2  8,"8,305"
GU2  9,"12,239"
GU20 6,"4,392"
GU21 2,"11,651"
GU21 3,"11,100"
GU21 4,"9,883"
GU21 5,"8,575"
GU21 6,"2,317"
GU21 7,"2,064"
GU21 8,"4,148"
GU22 0,"6,979"
GU22 7,"8,866"
GU22 8,"9,655"
GU22 9,"7,900"
GU23 6,"3,842"
GU23 7,"3,027"
GU24 0,"4,963"
GU24 8,"4,224"
GU24 9,"8,658"
GU25 4,"5,448"
GU26 6,"7,475"
GU27 1,"6,763"
GU27 2,"5,039"
GU27 3,"5,923"
GU28 0,"3,772"
GU28 9,"2,878"
GU29 0,"3,206"
GU29 9,"5,888"
GU3  1,"2,442"
GU3  2,"2,416"
GU3  3,"6,213"
GU30 7,"9,081"
GU31 4,"7,643"
GU31 5,"3,580"
GU32 1,"3,312"
GU32 2,"3,833"
GU32 3,"4,824"
GU33 6,"1,935"
GU33 7,"6,507"
GU34 1,"6,437"
GU34 2,"10,206"
GU34 3,"2,480"
GU34 4,"3,912"
GU34 5,"6,748"
GU35 0,"11,209"
GU35 8,"5,613"
GU35 9,"6,246"
GU4  7,"10,772"
GU4  8,"5,122"
GU46 6,"11,356"
GU46 7,"3,473"
GU47 0,"10,693"
GU47 8,"4,389"
GU47 9,"3,780"
GU5  0,"6,971"
GU5  9,"4,249"
GU51 1,"5,183"
GU51 2,"2,542"
GU51 3,"8,538"
GU51 4,"4,047"
GU51 5,"3,294"
GU52 0,"2,469"
GU52 6,"7,574"
GU52 7,"3,257"
GU52 8,"2,653"
GU6  7,"8,121"
GU6  8,"6,083"
GU7  1,"7,634"
GU7  2,"7,064"
GU7  3,"8,126"
GU8  4,"5,705"
GU8  5,"8,130"
GU8  6,"3,813"
GU9  0,"7,433"
GU9  7,"5,155"
GU9  8,"9,654"
GU9  9,"7,442"
HA0  1,"9,910"
HA0  2,"13,298"
HA0  3,"11,562"
HA0  4,"13,588"
HA1  1,"7,620"
HA1  2,"7,338"
HA1  3,"10,733"
HA1  4,"13,518"
HA2  0,"10,856"
HA2  6,"8,285"
HA2  7,"7,665"
HA2  8,"13,384"
HA2  9,"15,078"
HA3  0,"11,086"
HA3  5,"10,451"
HA3  6,"8,913"
HA3  7,"11,941"
HA3  8,"11,810"
HA3  9,"15,353"
HA4  0,"9,588"
HA4  6,"11,109"
HA4  7,"10,210"
HA4  8,"8,371"
HA4  9,"10,897"
HA5  1,"9,342"
HA5  2,"8,712"
HA5  3,"10,423"
HA5  4,"8,766"
HA5  5,"7,742"
HA6  1,"8,581"
HA6  2,"7,908"
HA6  3,"5,495"
HA7  1,"8,127"
HA7  2,"12,117"
HA7  3,"8,357"
HA7  4,"8,596"
HA8  0,"11,717"
HA8  5,"12,361"
HA8  6,"11,406"
HA8  7,"4,646"
HA8  8,"14,624"
HA8  9,"11,624"
HA9  0,"2,646"
HA9  6,"10,722"
HA9  7,"9,081"
HA9  8,"13,144"
HA9  9,"12,252"
HD1  1,241
HD1  3,"8,307"
HD1  4,"8,542"
HD1  5,"2,836"
HD1  6,"3,036"
HD2  1,"15,473"
HD2  2,"14,030"
HD3  3,"15,131"
HD3  4,"14,158"
HD4  5,"12,076"
HD4  6,"10,940"
HD4  7,"7,259"
HD5  0,"5,256"
HD5  8,"13,800"
HD5  9,"12,000"
HD6  1,"2,645"
HD6  2,"7,501"
HD6  3,"12,066"
HD6  4,"5,132"
HD7  4,"8,294"
HD7  5,"9,856"
HD7  6,"4,526"
HD8  0,"11,729"
HD8  8,"12,040"
HD8  9,"10,551"
HD9  1,"7,248"
HD9  2,"4,275"
HD9  3,"4,000"
HD9  4,"3,984"
HD9  5,"4,550"
HD9  6,"6,351"
HD9  7,"4,981"
HG1  1,"1,176"
HG1  2,"7,614"
HG1  3,"7,454"
HG1  4,"12,176"
HG1  5,"5,781"
HG2  0,"7,976"
HG2  7,"11,125"
HG2  8,"8,667"
HG2  9,"5,705"
HG3  1,"5,251"
HG3  2,"11,149"
HG3  3,"4,389"
HG3  4,"2,176"
HG3  5,"3,435"
HG4  1,"8,099"
HG4  2,"8,603"
HG4  3,"4,180"
HG4  4,"2,419"
HG4  5,"2,551"
HG5  0,"8,994"
HG5  8,"5,127"
HG5  9,"4,296"
HP1  1,"7,722"
HP1  2,"8,622"
HP1  3,"8,069"
HP10 0,"5,261"
HP10 8,"5,683"
HP10 9,"8,021"
HP11 1,"7,739"
HP11 2,"5,766"
HP12 3,"12,382"
HP12 4,"10,440"
HP13 5,"13,988"
HP13 6,"11,272"
HP13 7,"17,799"
HP14 3,"9,439"
HP14 4,"8,284"
HP15 6,"8,171"
HP15 7,"9,257"
HP16 0,"6,965"
HP16 9,"4,881"
HP17 0,"1,148"
HP17 8,"7,994"
HP17 9,902
HP18 0,"6,218"
HP18 9,"7,304"
HP19 0,"2,343"
HP19 7,"6,998"
HP19 8,"3,522"
HP19 9,"10,894"
HP2  4,"11,035"
HP2  5,"12,549"
HP2  6,"7,832"
HP2  7,"7,016"
HP20 1,"8,042"
HP20 2,"6,866"
HP21 7,"9,634"
HP21 8,"13,165"
HP21 9,"10,556"
HP22 4,"5,170"
HP22 5,"13,431"
HP22 6,"6,097"
HP23 4,"6,051"
HP23 5,"8,076"
HP23 6,"3,332"
HP27 0,"6,429"
HP27 9,"5,782"
HP3  0,"8,126"
HP3  8,"9,849"
HP3  9,"14,119"
HP4  1,"6,982"
HP4  2,"7,520"
HP4  3,"9,471"
HP5  1,"6,680"
HP5  2,"11,433"
HP5  3,"7,277"
HP6  5,"5,849"
HP6  6,"8,301"
HP7  0,"4,216"
HP7  9,"6,409"
HP8  4,"6,819"
HP9  1,"9,026"
HP9  2,"8,127"
HR1  1,"14,112"
HR1  2,"5,249"
HR1  3,"6,371"
HR1  4,"6,153"
HR2  0,"4,364"
HR2  6,"8,408"
HR2  7,"15,425"
HR2  8,"4,998"
HR2  9,"5,926"
HR3  5,"4,762"
HR3  6,"2,994"
HR4  0,"10,864"
HR4  7,"5,711"
HR4  8,"6,030"
HR4  9,"7,734"
HR5  3,"4,670"
HR6  0,"4,440"
HR6  8,"10,674"
HR6  9,"5,379"
HR7  4,"7,155"
HR8  1,"4,367"
HR8  2,"9,648"
HR9  5,"7,240"
HR9  6,"4,561"
HR9  7,"9,258"
HU1  1,902
HU1  2,"2,188"
HU1  3,204
HU10 6,"10,910"
HU10 7,"8,147"
HU11 4,"8,099"
HU11 5,"3,759"
HU12 0,"5,444"
HU12 8,"11,081"
HU12 9,"9,071"
HU13 0,"7,464"
HU13 9,"7,536"
HU14 3,"8,278"
HU15 1,"13,163"
HU15 2,"10,984"
HU16 4,"6,799"
HU16 5,"9,667"
HU17 0,"10,226"
HU17 5,"2,673"
HU17 7,"8,731"
HU17 8,"11,492"
HU17 9,"10,377"
HU18 1,"8,774"
HU19 2,"7,135"
HU2  0,"1,074"
HU2  8,"1,633"
HU2  9,"1,310"
HU20 3,"1,015"
HU3  1,"6,530"
HU3  2,"5,497"
HU3  3,"4,429"
HU3  5,"2,629"
HU3  6,"8,250"
HU4  6,"12,587"
HU4  7,"10,621"
HU5  1,"5,651"
HU5  2,"9,275"
HU5  3,"10,009"
HU5  4,"8,945"
HU5  5,"17,184"
HU6  0,485
HU6  7,"11,980"
HU6  8,"9,568"
HU6  9,"11,942"
HU7  0,"1,873"
HU7  3,"6,762"
HU7  4,"23,720"
HU7  5,"5,059"
HU7  6,"4,868"
HU8  0,"9,405"
HU8  7,"2,100"
HU8  8,"8,681"
HU8  9,"14,629"
HU9  1,"4,521"
HU9  2,"5,837"
HU9  3,"10,398"
HU9  4,"12,950"
HU9  5,"8,702"
HX1  1,484
HX1  2,"4,283"
HX1  3,"7,453"
HX1  4,"7,457"
HX1  5,"4,454"
HX2  0,"8,779"
HX2  6,"5,025"
HX2  7,"6,087"
HX2  8,"7,032"
HX2  9,"8,953"
HX3  0,"7,592"
HX3  5,"8,079"
HX3  6,"6,403"
HX3  7,"9,651"
HX3  8,"7,215"
HX3  9,"7,003"
HX4  0,"1,699"
HX4  8,"6,305"
HX4  9,"4,172"
HX5  0,"5,830"
HX5  9,"4,431"
HX6  1,"4,262"
HX6  2,"6,179"
HX6  3,"3,073"
HX6  4,"5,174"
HX7  5,"4,661"
HX7  6,"2,257"
HX7  7,"2,609"
HX7  8,"3,776"
IG1  1,"14,177"
IG1  2,"20,275"
IG1  3,"17,204"
IG1  4,"12,894"
IG10 1,"6,794"
IG10 2,"9,211"
IG10 3,"10,748"
IG10 4,"4,774"
IG11 0,"9,655"
IG11 7,"15,960"
IG11 8,"8,157"
IG11 9,"19,587"
IG2  6,"14,376"
IG2  7,"14,592"
IG3  8,"17,418"
IG3  9,"18,650"
IG4  5,"8,912"
IG5  0,"17,014"
IG6  1,"8,274"
IG6  2,"11,800"
IG6  3,"6,695"
IG7  4,"7,365"
IG7  5,"8,533"
IG7  6,"4,499"
IG8  0,"8,432"
IG8  7,"9,373"
IG8  8,"8,145"
IG8  9,"9,295"
IG9  5,"7,564"
IG9  6,"5,321"
IP1  1,549
IP1  2,"5,519"
IP1  3,"3,396"
IP1  4,"8,626"
IP1  5,"9,214"
IP1  6,"12,239"
IP10 0,"3,058"
IP11 0,"5,306"
IP11 2,"8,816"
IP11 7,"6,505"
IP11 9,"8,669"
IP12 1,"6,707"
IP12 2,"5,519"
IP12 3,"4,811"
IP12 4,"7,360"
IP13 0,"3,992"
IP13 6,"4,679"
IP13 7,"3,095"
IP13 8,"2,264"
IP13 9,"4,102"
IP14 1,"9,204"
IP14 2,"6,620"
IP14 3,"4,545"
IP14 4,"5,797"
IP14 5,"8,661"
IP14 6,"4,176"
IP15 5,"2,466"
IP16 4,"6,546"
IP17 1,"6,407"
IP17 2,"2,476"
IP17 3,"1,901"
IP18 6,"4,060"
IP19 0,"2,364"
IP19 8,"5,900"
IP19 9,"2,017"
IP2  0,"9,578"
IP2  8,"7,457"
IP2  9,"14,098"
IP20 0,"2,511"
IP20 9,"5,281"
IP21 4,"6,384"
IP21 5,"4,836"
IP22 1,"5,374"
IP22 2,"5,438"
IP22 4,"8,278"
IP22 5,"2,786"
IP23 7,"4,332"
IP23 8,"2,678"
IP24 1,"9,879"
IP24 2,"9,897"
IP24 3,"8,049"
IP25 6,"11,625"
IP25 7,"6,588"
IP26 4,"5,522"
IP26 5,"3,423"
IP27 0,"11,221"
IP27 9,"7,792"
IP28 6,"5,584"
IP28 7,"9,101"
IP28 8,"9,813"
IP29 4,"4,415"
IP29 5,"4,602"
IP3  0,"10,491"
IP3  8,"11,900"
IP3  9,"12,182"
IP30 0,"4,232"
IP30 9,"9,342"
IP31 1,"6,293"
IP31 2,"7,985"
IP31 3,"7,021"
IP32 6,"8,793"
IP32 7,"8,298"
IP33 1,"4,438"
IP33 2,"9,430"
IP33 3,"10,337"
IP4  1,"3,394"
IP4  2,"7,850"
IP4  3,"5,146"
IP4  4,"7,818"
IP4  5,"12,158"
IP5  1,"5,548"
IP5  2,"10,432"
IP5  3,"3,669"
IP6  0,"5,509"
IP6  8,"6,212"
IP6  9,"4,458"
IP7  5,"6,440"
IP7  6,"4,904"
IP7  7,"5,277"
IP8  3,"6,752"
IP8  4,"4,168"
IP9  1,"4,194"
IP9  2,"7,155"
KT1  1,"1,007"
KT1  2,"8,197"
KT1  3,"11,618"
KT1  4,"3,076"
KT10 0,"9,577"
KT10 8,"6,312"
KT10 9,"5,004"
KT11 1,"3,111"
KT11 2,"9,194"
KT11 3,"2,675"
KT12 1,"4,305"
KT12 2,"11,771"
KT12 3,"8,061"
KT12 4,"5,614"
KT12 5,"7,083"
KT13 0,"6,581"
KT13 8,"7,147"
KT13 9,"7,564"
KT14 6,"5,626"
KT14 7,"7,724"
KT15 1,"9,820"
KT15 2,"8,257"
KT15 3,"9,296"
KT16 0,"5,672"
KT16 8,"5,991"
KT16 9,"6,799"
KT17 1,"5,362"
KT17 2,"7,825"
KT17 3,"3,970"
KT17 4,"6,145"
KT18 5,"7,921"
KT18 6,"2,113"
KT18 7,"7,411"
KT19 0,"9,009"
KT19 7,"1,849"
KT19 8,"7,952"
KT19 9,"15,288"
KT2  5,"14,346"
KT2  6,"8,123"
KT2  7,"7,981"
KT20 5,"10,331"
KT20 6,"5,725"
KT20 7,"4,503"
KT21 1,"5,858"
KT21 2,"7,868"
KT22 0,"3,921"
KT22 7,"6,518"
KT22 8,"4,724"
KT22 9,"8,991"
KT23 3,"5,090"
KT23 4,"5,604"
KT24 5,"5,233"
KT24 6,"4,282"
KT3  3,"12,688"
KT3  4,"4,874"
KT3  5,"10,083"
KT3  6,"10,863"
KT4  7,"10,554"
KT4  8,"18,356"
KT5  8,"10,780"
KT5  9,"9,639"
KT6  4,"6,235"
KT6  5,"7,974"
KT6  6,"6,726"
KT6  7,"10,487"
KT7  0,"10,365"
KT8  0,"2,609"
KT8  1,"5,487"
KT8  2,"7,264"
KT8  9,"4,286"
KT9  1,"9,405"
KT9  2,"11,964"
L1   0,143
L1   1,335
L1   2,161
L1   3,213
L1   4,"1,125"
L1   5,"2,333"
L1   6,402
L1   7,880
L1   8,746
L1   9,736
L10  0,505
L10  1,"1,509"
L10  2,"1,411"
L10  3,"1,182"
L10  4,"3,037"
L10  6,"1,510"
L10  7,"2,222"
L10  8,"2,088"
L10  9,"1,629"
L11  0,"1,593"
L11  1,"2,313"
L11  2,"4,155"
L11  3,"4,334"
L11  4,"2,904"
L11  5,"1,631"
L11  6,"1,105"
L11  7,"3,186"
L11  8,"2,061"
L11  9,"1,944"
L12  0,"9,668"
L12  1,"1,253"
L12  2,"1,066"
L12  3,964
L12  4,"3,020"
L12  5,"4,398"
L12  6,"2,232"
L12  7,"2,062"
L12  8,"2,462"
L12  9,"4,672"
L13  0,"1,388"
L13  1,"1,589"
L13  2,"3,230"
L13  3,"3,116"
L13  4,"3,058"
L13  5,"4,117"
L13  6,"3,404"
L13  7,"3,953"
L13  8,"3,248"
L13  9,"3,462"
L14  0,"4,327"
L14  1,"2,179"
L14  2,"2,226"
L14  3,"1,917"
L14  4,"1,699"
L14  5,962
L14  6,"2,725"
L14  7,"3,104"
L14  8,"2,407"
L14  9,"3,596"
L15  0,"3,219"
L15  1,"2,710"
L15  2,"2,484"
L15  3,"4,751"
L15  4,"3,977"
L15  5,"1,613"
L15  6,"2,493"
L15  7,"3,023"
L15  8,"3,851"
L15  9,"1,888"
L16  0,844
L16  1,"1,087"
L16  2,"2,527"
L16  3,"2,482"
L16  4,919
L16  5,"1,512"
L16  6,"1,159"
L16  7,"2,339"
L16  8,"1,043"
L16  9,"1,203"
L17  0,"4,126"
L17  1,"1,024"
L17  2,"1,631"
L17  3,"2,315"
L17  4,"1,502"
L17  5,"1,493"
L17  6,"2,291"
L17  7,"4,839"
L17  8,"2,918"
L17  9,"2,020"
L18  0,"1,028"
L18  1,"6,068"
L18  2,"1,968"
L18  3,"3,107"
L18  4,"2,298"
L18  5,"2,375"
L18  6,"1,704"
L18  7,"2,855"
L18  8,"3,545"
L18  9,"3,465"
L19  0,"2,129"
L19  1,"2,746"
L19  2,"3,072"
L19  3,"2,785"
L19  4,"2,879"
L19  5,"1,563"
L19  6,"1,102"
L19  7,"1,251"
L19  8,"3,112"
L19  9,"3,090"
L2   0,200
L2   2,169
L2   5,197
L20  0,"3,311"
L20  2,"2,426"
L20  3,"2,545"
L20  4,"6,387"
L20  5,"2,903"
L20  6,"5,267"
L20  7,"2,019"
L20  8,380
L20  9,"6,327"
L21  0,"3,670"
L21  1,"3,682"
L21  2,"1,104"
L21  3,545
L21  4,"1,743"
L21  5,"1,947"
L21  6,"1,006"
L21  7,"3,583"
L21  8,"3,347"
L21  9,"4,929"
L22  0,"1,339"
L22  1,833
L22  2,"1,851"
L22  3,"1,113"
L22  4,"2,186"
L22  5,"1,187"
L22  6,"1,381"
L22  7,"1,227"
L22  8,"1,259"
L22  9,"1,417"
L23  0,"4,875"
L23  1,"2,177"
L23  2,"3,259"
L23  3,"2,473"
L23  4,"1,144"
L23  5,"2,296"
L23  6,"3,124"
L23  7,"3,044"
L23  8,"2,118"
L23  9,"5,711"
L24  0,"2,892"
L24  1,"1,202"
L24  2,"3,176"
L24  3,"3,003"
L24  4,902
L24  5,939
L24  6,"1,143"
L24  7,"1,777"
L24  9,930
L25  0,"3,240"
L25  1,"1,789"
L25  2,"3,708"
L25  3,"3,195"
L25  4,"2,736"
L25  5,"4,310"
L25  6,"1,716"
L25  7,"4,498"
L25  8,"3,728"
L25  9,"4,527"
L26  0,"2,241"
L26  1,"3,186"
L26  3,246
L26  6,"1,498"
L26  7,"4,833"
L26  9,"3,146"
L27  0,341
L27  1,"1,129"
L27  4,245
L27  5,"1,251"
L27  6,"1,084"
L27  7,"1,321"
L27  8,"1,056"
L28  0,"1,005"
L28  1,"1,421"
L28  3,244
L28  4,"1,439"
L28  5,924
L28  6,458
L28  7,247
L28  8,536
L29  7,404
L3   0,591
L3   1,881
L3   2,"2,506"
L3   3,390
L3   4,"2,805"
L3   5,"3,363"
L3   6,"3,579"
L3   8,"2,549"
L3   9,"1,166"
L30  0,"2,172"
L30  1,"4,077"
L30  2,"3,287"
L30  3,"1,912"
L30  5,"3,070"
L30  6,325
L30  7,"2,738"
L30  8,"1,408"
L30  9,883
L31  0,"2,423"
L31  1,"4,501"
L31  2,"3,112"
L31  3,"1,423"
L31  4,"2,401"
L31  5,"3,732"
L31  6,"3,248"
L31  7,"2,951"
L31  8,"2,951"
L31  9,"4,059"
L32  0,"3,238"
L32  1,"1,457"
L32  2,"2,201"
L32  3,"1,313"
L32  4,"1,934"
L32  5,776
L32  6,"2,111"
L32  7,"2,080"
L32  8,"2,140"
L32  9,"3,197"
L33  0,"1,071"
L33  1,"4,823"
L33  2,"1,163"
L33  4,"3,988"
L33  5,"1,315"
L33  6,"1,419"
L33  7,268
L33  8,989
L33  9,"1,903"
L34  0,"2,444"
L34  1,"2,004"
L34  2,"3,351"
L34  3,687
L34  4,369
L34  5,"1,312"
L34  6,"1,848"
L35  0,"2,619"
L35  1,"1,431"
L35  2,"2,255"
L35  3,"7,600"
L35  4,"2,950"
L35  5,"5,335"
L35  6,"1,444"
L35  7,"2,761"
L35  8,"3,002"
L35  9,"1,667"
L36  0,"4,433"
L36  1,"2,731"
L36  2,"5,088"
L36  3,"4,626"
L36  4,"6,407"
L36  5,"4,308"
L36  6,"2,522"
L36  7,"3,692"
L36  8,"4,639"
L36  9,"1,483"
L37  1,"2,309"
L37  2,"5,047"
L37  3,"4,831"
L37  4,"2,671"
L37  5,213
L37  6,"2,915"
L37  7,"3,594"
L37  8,"1,962"
L38  0,520
L38  1,295
L38  3,332
L38  6,221
L38  9,"1,211"
L39  0,"1,180"
L39  1,"4,957"
L39  2,"3,346"
L39  3,"3,136"
L39  4,"6,700"
L39  5,"4,667"
L39  6,"2,167"
L39  7,"1,173"
L39  8,"1,350"
L4   0,"2,986"
L4   1,"3,267"
L4   2,"5,717"
L4   3,"3,652"
L4   4,"4,012"
L4   5,"6,197"
L4   6,"2,823"
L4   7,"3,450"
L4   8,"2,654"
L4   9,"5,510"
L40  0,"1,220"
L40  1,"2,049"
L40  2,"1,047"
L40  3,"1,208"
L40  4,"1,648"
L40  5,"2,621"
L40  6,"1,052"
L40  7,"4,918"
L40  8,"1,007"
L40  9,"1,263"
L5   0,"1,867"
L5   1,529
L5   2,811
L5   3,"1,667"
L5   4,"1,295"
L5   5,849
L5   6,"2,301"
L5   7,"1,356"
L5   8,791
L5   9,982
L6   0,"2,734"
L6   1,"2,546"
L6   2,"2,398"
L6   3,"2,031"
L6   4,"3,691"
L6   5,"2,803"
L6   6,"3,569"
L6   7,633
L6   8,"1,925"
L6   9,"1,397"
L7   0,"3,304"
L7   1,221
L7   2,"1,913"
L7   3,"2,823"
L7   4,440
L7   5,933
L7   6,"1,894"
L7   7,"2,456"
L7   8,"3,654"
L7   9,368
L8   0,"7,331"
L8   1,"1,188"
L8   2,"1,764"
L8   3,"2,682"
L8   4,"4,021"
L8   5,"1,839"
L8   6,"2,386"
L8   7,"4,467"
L8   8,"4,355"
L8   9,"2,544"
L9   0,"4,115"
L9   1,"6,398"
L9   2,"2,825"
L9   3,"3,563"
L9   4,877
L9   6,"3,533"
L9   7,"1,724"
L9   8,"4,550"
L9   9,"5,052"
LA1  1,"5,655"
LA1  2,"11,028"
LA1  3,"10,133"
LA1  4,"15,715"
LA1  5,"9,518"
LA10 5,"4,002"
LA11 6,"3,717"
LA11 7,"5,956"
LA12 0,"6,055"
LA12 7,"4,456"
LA12 8,"2,414"
LA12 9,"7,269"
LA13 0,"8,774"
LA13 9,"10,038"
LA14 1,"3,342"
LA14 2,"7,199"
LA14 3,"10,651"
LA14 4,"6,545"
LA14 5,"10,776"
LA15 8,"7,827"
LA16 7,"3,462"
LA17 7,"1,174"
LA18 4,"5,730"
LA18 5,"3,340"
LA19 5,972
LA2  0,"6,012"
LA2  6,"5,403"
LA2  7,"3,027"
LA2  8,"3,321"
LA2  9,"4,541"
LA20 6,"1,159"
LA21 8,928
LA22 0,"2,170"
LA22 9,"2,773"
LA23 1,"2,785"
LA23 2,"4,048"
LA23 3,"2,304"
LA3  1,"8,377"
LA3  2,"10,197"
LA3  3,"5,873"
LA4  4,"9,174"
LA4  5,"9,335"
LA4  6,"7,883"
LA5  0,"3,853"
LA5  8,"4,127"
LA5  9,"8,436"
LA6  1,"5,106"
LA6  2,"4,347"
LA6  3,"3,053"
LA7  7,"5,317"
LA8  0,"2,992"
LA8  8,"2,669"
LA8  9,"3,347"
LA9  4,"4,010"
LA9  5,"9,346"
LA9  6,"6,982"
LA9  7,"10,061"
LE1  1,"1,716"
LE1  2,"4,275"
LE1  3,666
LE1  4,656
LE1  5,"1,989"
LE1  6,"2,978"
LE1  7,"1,028"
LE10 0,"20,354"
LE10 1,"10,327"
LE10 2,"14,568"
LE10 3,"2,225"
LE11 1,"9,835"
LE11 2,"13,840"
LE11 3,"16,441"
LE11 4,"9,722"
LE11 5,"10,529"
LE12 5,"7,482"
LE12 6,"9,193"
LE12 7,"16,604"
LE12 8,"13,957"
LE12 9,"14,886"
LE13 0,"15,198"
LE13 1,"11,960"
LE14 2,"4,514"
LE14 3,"6,621"
LE14 4,"6,186"
LE15 6,"10,922"
LE15 7,"8,135"
LE15 8,"6,416"
LE15 9,"6,852"
LE16 7,"11,868"
LE16 8,"10,331"
LE16 9,"12,776"
LE17 4,"10,597"
LE17 5,"6,117"
LE17 6,"3,934"
LE18 1,"7,885"
LE18 2,"8,628"
LE18 3,"8,171"
LE18 4,"8,177"
LE19 2,"5,916"
LE19 3,"4,741"
LE19 4,"4,105"
LE2  0,"13,714"
LE2  1,"13,444"
LE2  2,"7,686"
LE2  3,"11,456"
LE2  4,"12,392"
LE2  5,"8,595"
LE2  6,"14,815"
LE2  7,"10,728"
LE2  8,"10,833"
LE2  9,"15,363"
LE3  0,"11,427"
LE3  1,"15,585"
LE3  2,"14,572"
LE3  3,"13,475"
LE3  5,"6,329"
LE3  6,"12,955"
LE3  8,"10,169"
LE3  9,"16,401"
LE4  0,"15,259"
LE4  1,"4,793"
LE4  2,"10,402"
LE4  3,"5,597"
LE4  4,"6,619"
LE4  5,"8,951"
LE4  6,"15,314"
LE4  7,"12,048"
LE4  8,"9,668"
LE4  9,"8,406"
LE5  0,"8,025"
LE5  1,"16,743"
LE5  2,"10,596"
LE5  3,"9,933"
LE5  4,"13,782"
LE5  5,"17,563"
LE5  6,"8,793"
LE6  0,"12,073"
LE65 1,"6,198"
LE65 2,"7,827"
LE67 1,"5,471"
LE67 2,"7,644"
LE67 3,"8,671"
LE67 4,"10,742"
LE67 5,"8,486"
LE67 6,"5,961"
LE67 8,"5,954"
LE67 9,"5,975"
LE7  1,"5,695"
LE7  2,"7,109"
LE7  3,"5,309"
LE7  4,"4,097"
LE7  7,"12,499"
LE7  9,"10,072"
LE8  0,"6,415"
LE8  4,"6,194"
LE8  5,"6,944"
LE8  6,"6,893"
LE8  8,"4,894"
LE8  9,"3,673"
LE9  1,"3,506"
LE9  2,"4,667"
LE9  3,"3,395"
LE9  4,"6,345"
LE9  6,"8,940"
LE9  7,"12,081"
LE9  8,"9,371"
LE9  9,"6,942"
LN1  1,"8,526"
LN1  2,"11,484"
LN1  3,"8,352"
LN10 5,861
LN10 6,"5,124"
LN11 0,"9,896"
LN11 7,"5,152"
LN11 8,"8,144"
LN11 9,"5,030"
LN12 1,"5,062"
LN12 2,"8,159"
LN13 0,"2,635"
LN13 9,"5,131"
LN2  1,"1,860"
LN2  2,"10,411"
LN2  3,"6,588"
LN2  4,"13,180"
LN2  5,"6,598"
LN3  4,"5,879"
LN3  5,"3,016"
LN4  1,"10,558"
LN4  2,"8,408"
LN4  3,"8,479"
LN4  4,"11,213"
LN5  0,"5,818"
LN5  7,"5,672"
LN5  8,"8,573"
LN5  9,"12,124"
LN6  0,"13,722"
LN6  3,"3,931"
LN6  4,270
LN6  5,"3,195"
LN6  7,"13,978"
LN6  8,"9,953"
LN6  9,"13,300"
LN7  6,"6,070"
LN8  2,"1,819"
LN8  3,"9,524"
LN8  5,"3,090"
LN8  6,"2,850"
LN9  5,"4,624"
LN9  6,"5,051"
LS1  2,126
LS1  3,456
LS1  4,"4,608"
LS1  5,205
LS1  6,364
LS10 1,"4,096"
LS10 2,"3,792"
LS10 3,"12,752"
LS10 4,"14,894"
LS11 0,"3,834"
LS11 5,"5,164"
LS11 6,"6,572"
LS11 7,"8,856"
LS11 8,"7,659"
LS11 9,"2,710"
LS12 1,"5,834"
LS12 2,"6,042"
LS12 3,"8,791"
LS12 4,"9,327"
LS12 5,"9,423"
LS12 6,"1,532"
LS13 1,"7,356"
LS13 2,"10,551"
LS13 3,"7,225"
LS13 4,"9,889"
LS14 1,"7,912"
LS14 2,"4,501"
LS14 3,"3,179"
LS14 5,"7,372"
LS14 6,"11,520"
LS15 0,"7,696"
LS15 4,"5,195"
LS15 7,"9,467"
LS15 8,"8,739"
LS15 9,"3,894"
LS16 5,"8,019"
LS16 6,"9,546"
LS16 7,"10,966"
LS16 8,"4,114"
LS16 9,"3,812"
LS17 0,"1,389"
LS17 5,"7,154"
LS17 6,"10,016"
LS17 7,"9,409"
LS17 8,"10,909"
LS17 9,"4,549"
LS18 4,"9,326"
LS18 5,"9,569"
LS19 6,"6,238"
LS19 7,"13,597"
LS2  7,"2,615"
LS2  8,"2,261"
LS2  9,"5,244"
LS20 8,"6,947"
LS20 9,"5,716"
LS21 1,"5,753"
LS21 2,"7,081"
LS21 3,"4,895"
LS22 4,"1,957"
LS22 5,"3,765"
LS22 6,"5,862"
LS22 7,"4,207"
LS23 6,"7,391"
LS23 7,"1,816"
LS24 8,"3,286"
LS24 9,"8,563"
LS25 1,"7,571"
LS25 2,"7,396"
LS25 3,"1,503"
LS25 4,"1,893"
LS25 5,"4,693"
LS25 6,"6,778"
LS25 7,"10,083"
LS26 0,"13,961"
LS26 8,"11,914"
LS26 9,"4,146"
LS27 0,"6,553"
LS27 7,"10,556"
LS27 8,"9,906"
LS27 9,"8,680"
LS28 5,"11,426"
LS28 6,"3,229"
LS28 7,"9,603"
LS28 8,"7,539"
