Postcode,Population
PE11 3,"13,420"
PE11 4,"8,440"
PE12 0,"6,334"
PE12 6,"9,409"
PE12 7,"8,061"
PE12 8,"4,577"
PE12 9,"11,401"
PE13 1,"2,998"
PE13 2,"8,459"
PE13 3,"11,161"
PE13 4,"6,569"
PE13 5,"5,706"
PE14 0,"5,481"
PE14 7,"5,883"
PE14 8,"5,314"
PE14 9,"4,125"
PE15 0,"9,169"
PE15 8,"10,515"
PE15 9,"10,231"
PE16 6,"10,453"
PE19 1,"6,777"
PE19 2,"9,972"
PE19 5,"6,845"
PE19 6,"7,855"
PE19 7,"5,309"
PE19 8,"7,210"
PE2  5,"14,928"
PE2  6,"2,716"
PE2  7,"3,394"
PE2  8,"13,322"
PE2  9,"10,180"
PE20 1,"6,670"
PE20 2,"2,942"
PE20 3,"4,374"
PE21 0,"9,653"
PE21 6,"3,135"
PE21 7,"8,925"
PE21 8,"12,216"
PE21 9,"8,858"
PE22 0,"6,084"
PE22 7,"3,394"
PE22 8,"4,022"
PE22 9,"3,419"
PE23 4,"2,586"
PE23 5,"5,921"
PE24 4,"4,133"
PE24 5,"7,697"
PE25 1,"7,225"
PE25 2,"8,823"
PE25 3,"5,590"
PE26 1,"5,640"
PE26 2,"6,305"
PE27 3,"7,648"
PE27 4,"2,517"
PE27 5,"5,225"
PE27 6,"4,625"
PE28 0,"6,509"
PE28 2,"9,050"
PE28 3,"9,544"
PE28 4,"8,571"
PE28 5,"7,553"
PE28 9,"6,347"
PE29 1,"12,110"
PE29 2,"6,711"
PE29 3,"1,838"
PE29 6,"5,529"
PE29 7,"3,594"
PE3  6,"5,876"
PE3  7,"6,322"
PE3  8,"6,927"
PE3  9,"9,772"
PE30 1,"1,912"
PE30 2,"7,060"
PE30 3,"14,373"
PE30 4,"12,918"
PE30 5,"7,726"
PE31 6,"7,919"
PE31 7,"7,320"
PE31 8,"4,764"
PE32 1,"8,945"
PE32 2,"6,349"
PE33 0,"7,744"
PE33 9,"8,201"
PE34 3,"5,421"
PE34 4,"8,963"
PE36 5,"3,717"
PE36 6,"2,812"
PE37 7,"6,803"
PE37 8,"3,421"
PE38 0,"4,815"
PE38 9,"9,994"
PE4  5,"5,942"
PE4  6,"11,122"
PE4  7,"11,297"
PE5  7,"1,589"
PE6  0,"6,612"
PE6  7,"9,597"
PE6  8,"13,059"
PE6  9,"6,285"
PE7  0,177
PE7  1,"12,745"
PE7  2,"2,826"
PE7  3,"16,091"
PE7  8,"10,472"
PE8  4,"5,735"
PE8  5,"3,598"
PE8  6,"8,167"
PE9  1,"9,405"
PE9  2,"9,697"
PE9  3,"6,028"
PE9  4,"6,059"
PL1  1,784
PL1  2,"2,326"
PL1  3,"4,998"
PL1  4,"5,762"
PL1  5,"8,828"
PL10 1,"3,656"
PL11 2,"7,894"
PL11 3,"2,465"
PL12 4,"10,571"
PL12 5,"2,453"
PL12 6,"8,763"
PL13 1,"4,225"
PL13 2,"5,213"
PL14 3,"8,347"
PL14 4,"5,527"
PL14 5,"5,600"
PL14 6,"3,492"
PL15 7,"6,337"
PL15 8,"7,078"
PL15 9,"6,492"
PL16 0,"1,753"
PL17 7,"5,788"
PL17 8,"4,234"
PL18 9,"4,810"
PL19 0,"3,003"
PL19 8,"6,185"
PL19 9,"7,235"
PL2  1,"10,097"
PL2  2,"10,661"
PL2  3,"10,700"
PL20 6,"5,334"
PL20 7,"6,747"
PL21 0,"9,481"
PL21 9,"7,908"
PL22 0,"3,695"
PL23 1,"3,519"
PL24 2,"10,156"
PL25 3,"10,992"
PL25 4,"8,871"
PL25 5,"5,688"
PL26 6,"5,142"
PL26 7,"9,609"
PL26 8,"11,922"
PL27 6,"5,364"
PL27 7,"6,863"
PL28 8,"4,434"
PL29 3,"1,029"
PL3  4,"9,451"
PL3  5,"9,245"
PL3  6,"12,255"
PL30 3,"3,597"
PL30 4,"2,576"
PL30 5,"4,384"
PL31 1,"8,199"
PL31 2,"6,537"
PL32 9,"4,326"
PL33 9,"1,647"
PL34 0,"1,782"
PL35 0,940
PL4  0,"2,717"
PL4  6,"6,582"
PL4  7,"9,078"
PL4  8,"10,179"
PL4  9,"7,908"
PL5  1,"12,269"
PL5  2,"9,913"
PL5  3,"11,299"
PL5  4,"9,435"
PL6  5,"13,480"
PL6  6,"9,179"
PL6  7,"8,442"
PL6  8,"10,099"
PL7  1,"8,929"
PL7  2,"10,781"
PL7  4,"9,188"
PL7  5,"2,576"
PL8  1,"2,433"
PL8  2,"3,301"
PL9  0,"2,740"
PL9  7,"5,355"
PL9  8,"7,964"
PL9  9,"11,902"
PO1  1,"4,138"
PO1  2,"4,164"
PO1  3,"5,858"
PO1  4,"4,842"
PO1  5,"9,839"
PO10 7,"9,492"
PO10 8,"8,868"
PO11 0,"7,863"
PO11 9,"9,516"
PO12 1,"8,612"
PO12 2,"9,715"
PO12 3,"12,097"
PO12 4,"17,422"
PO13 0,"16,151"
PO13 8,"7,299"
PO13 9,"11,326"
PO14 1,"7,734"
PO14 2,"7,808"
PO14 3,"8,589"
PO14 4,"8,046"
PO15 5,"7,275"
PO15 6,"8,357"
PO15 7,"7,252"
PO16 0,"5,642"
PO16 7,"7,726"
PO16 8,"10,727"
PO16 9,"8,561"
PO17 5,"4,654"
PO17 6,"1,873"
PO18 0,"4,600"
PO18 8,"6,691"
PO18 9,"1,726"
PO19 1,"1,639"
PO19 3,"6,238"
PO19 5,"2,378"
PO19 6,"6,918"
PO19 7,"7,595"
PO19 8,"5,477"
PO2  0,"13,069"
PO2  7,"12,867"
PO2  8,"8,083"
PO2  9,"8,024"
PO20 0,"8,566"
PO20 1,"2,458"
PO20 2,"3,676"
PO20 3,"4,321"
PO20 7,"3,571"
PO20 8,"7,358"
PO20 9,"2,171"
PO21 1,"6,178"
PO21 2,"9,933"
PO21 3,"8,015"
PO21 4,"7,269"
PO21 5,"8,907"
PO22 0,"3,808"
PO22 6,"5,855"
PO22 7,"5,604"
PO22 8,"5,714"
PO22 9,"7,369"
PO3  5,"7,618"
PO3  6,"11,668"
PO30 1,"7,158"
PO30 2,"5,310"
PO30 3,"2,331"
PO30 4,"3,094"
PO30 5,"12,416"
PO31 7,"8,632"
PO31 8,"5,766"
PO32 6,"8,101"
PO33 1,"8,636"
PO33 2,"7,663"
PO33 3,"9,379"
PO33 4,"5,329"
PO34 5,"2,083"
PO35 5,"3,688"
PO36 0,"4,656"
PO36 8,"5,241"
PO36 9,"7,061"
PO37 6,"3,428"
PO37 7,"5,644"
PO38 1,"5,976"
PO38 2,"2,721"
PO38 3,"3,850"
PO39 0,"2,645"
PO4  0,"14,280"
PO4  8,"14,436"
PO4  9,"15,353"
PO40 9,"5,436"
PO41 0,"2,021"
PO5  1,"9,291"
PO5  2,"7,459"
PO5  3,"5,735"
PO5  4,"7,438"
PO6  1,"8,542"
PO6  2,"11,472"
PO6  3,"9,893"
PO6  4,"10,656"
PO7  4,"1,165"
PO7  5,"11,576"
PO7  6,"9,878"
PO7  7,"9,057"
PO7  8,"8,496"
PO8  0,"9,625"
PO8  8,"9,478"
PO8  9,"14,737"
PO9  1,"5,287"
PO9  2,"10,430"
PO9  3,"10,081"
PO9  4,"10,577"
PO9  5,"9,451"
PO9  6,"2,863"
PR1  0,"9,635"
PR1  1,"3,702"
PR1  2,"1,592"
PR1  3,"3,436"
PR1  4,"8,826"
PR1  5,"9,090"
PR1  6,"10,975"
PR1  7,"6,455"
PR1  8,"5,544"
PR1  9,"12,294"
PR2  1,"15,065"
PR2  2,"8,437"
PR2  3,"14,910"
PR2  5,"2,855"
PR2  6,"15,644"
PR2  7,"4,296"
PR2  8,"6,844"
PR2  9,"11,157"
PR25 1,"8,635"
PR25 2,"5,154"
PR25 3,"6,738"
PR25 4,"5,998"
PR25 5,"4,256"
PR26 6,"2,928"
PR26 7,"6,402"
PR26 8,"2,672"
PR26 9,"3,586"
PR3  0,"7,442"
PR3  1,"10,282"
PR3  2,"5,557"
PR3  3,"9,023"
PR3  5,"3,021"
PR3  6,"2,646"
PR4  0,"7,190"
PR4  1,"9,474"
PR4  2,"8,567"
PR4  3,"8,357"
PR4  4,"6,152"
PR4  5,"8,162"
PR4  6,"9,693"
PR5  0,"5,569"
PR5  4,"11,152"
PR5  5,"10,061"
PR5  6,"9,276"
PR5  8,"5,145"
PR6  0,"10,257"
PR6  7,"10,188"
PR6  8,"6,679"
PR6  9,"7,567"
PR7  1,"6,640"
PR7  2,"9,799"
PR7  3,"8,608"
PR7  4,"7,003"
PR7  5,"10,475"
PR7  6,"8,749"
PR7  7,"4,178"
PR8  1,"3,057"
PR8  2,"8,916"
PR8  3,"12,059"
PR8  4,"11,186"
PR8  5,"6,212"
PR8  6,"12,188"
PR9  0,"7,211"
PR9  7,"11,302"
PR9  8,"10,127"
PR9  9,"14,260"
RG1  1,437
RG1  2,"4,036"
RG1  3,"7,390"
RG1  4,"2,590"
RG1  5,"9,454"
RG1  6,"8,793"
RG1  7,"7,078"
RG1  8,"2,554"
RG10 0,"5,721"
RG10 8,"3,648"
RG10 9,"8,887"
RG12 0,"7,477"
RG12 2,"5,595"
RG12 7,"17,418"
RG12 8,"11,317"
RG12 9,"10,076"
RG14 1,"6,468"
RG14 2,"8,257"
RG14 3,883
RG14 5,"4,426"
RG14 6,"8,651"
RG14 7,"9,153"
RG17 0,"6,130"
RG17 7,"2,475"
RG17 8,"3,100"
RG17 9,"3,389"
RG18 0,"1,201"
RG18 3,"6,783"
RG18 4,"4,792"
RG18 9,"6,280"
RG19 3,"7,220"
RG19 4,"7,222"
RG19 8,"3,214"
RG2  0,"5,661"
RG2  7,"11,447"
RG2  8,"12,338"
RG2  9,"8,170"
RG20 0,"2,221"
RG20 4,"1,048"
RG20 5,"3,164"
RG20 6,"1,571"
RG20 7,"2,046"
RG20 8,"3,653"
RG20 9,"5,181"
RG21 3,"7,907"
RG21 4,"3,136"
RG21 5,"7,787"
RG21 6,506
RG21 7,"3,632"
RG21 8,"3,959"
RG22 4,"20,955"
RG22 5,"10,435"
RG22 6,"10,372"
RG23 7,"5,288"
RG23 8,"6,981"
RG24 7,"4,041"
RG24 8,"11,200"
RG24 9,"16,015"
RG25 2,"4,183"
RG25 3,"4,522"
RG26 3,"8,445"
RG26 4,"4,553"
RG26 5,"9,135"
RG27 0,"5,473"
RG27 8,"6,525"
RG27 9,"9,028"
RG28 7,"5,786"
RG29 1,"7,143"
RG30 1,"4,940"
RG30 2,"12,408"
RG30 3,"8,542"
RG30 4,"12,010"
RG30 6,"6,231"
RG31 4,"4,468"
RG31 5,"6,676"
RG31 6,"9,562"
RG31 7,"6,570"
RG4  5,"6,777"
RG4  6,"7,182"
RG4  7,"9,079"
RG4  8,"10,327"
RG4  9,"5,769"
RG40 1,"7,704"
RG40 2,"4,558"
RG40 3,"4,640"
RG40 4,"7,794"
RG40 5,"1,784"
RG41 1,"3,739"
RG41 2,"4,756"
RG41 3,"6,530"
RG41 4,"3,917"
RG41 5,"9,284"
RG42 1,"4,670"
RG42 2,"6,382"
RG42 3,"5,889"
RG42 4,"4,279"
RG42 5,"1,652"
RG42 6,"1,429"
RG42 7,"1,740"
RG45 6,"8,596"
RG45 7,"5,969"
RG5  3,"10,948"
RG5  4,"14,287"
RG6  1,"8,622"
RG6  3,"6,072"
RG6  4,"7,690"
RG6  5,"6,514"
RG6  6,"1,180"
RG6  7,"7,859"
RG7  1,"6,715"
RG7  2,"2,029"
RG7  3,"10,046"
RG7  4,"3,064"
RG7  5,"5,618"
RG7  6,"4,472"
RG8  0,"5,398"
RG8  7,"4,552"
RG8  8,"5,891"
RG8  9,"3,091"
RG9  1,"9,150"
RG9  2,"2,469"
RG9  3,"1,969"
RG9  4,"2,128"
RG9  5,"4,242"
RG9  6,"3,196"
RH1  1,"5,189"
RH1  2,"7,465"
RH1  3,"8,473"
RH1  4,"5,891"
RH1  5,"8,316"
RH1  6,"10,791"
RH10 1,"6,705"
RH10 3,"12,129"
RH10 4,"7,087"
RH10 5,"6,078"
RH10 6,"9,542"
RH10 7,"17,613"
RH10 8,"6,065"
RH11 0,"9,527"
RH11 6,"2,838"
RH11 7,"13,156"
RH11 8,"15,769"
RH11 9,"14,526"
RH12 1,"7,208"
RH12 2,"7,673"
RH12 3,"8,688"
RH12 4,"10,069"
RH12 5,"10,138"
RH13 0,"5,064"
RH13 5,"9,331"
RH13 6,"8,314"
RH13 8,"6,370"
RH13 9,"9,029"
RH14 0,"5,855"
RH14 9,"8,232"
RH15 0,"10,988"
RH15 8,"11,652"
RH15 9,"8,905"
RH16 1,"7,049"
RH16 2,"7,255"
RH16 3,"10,173"
RH16 4,"9,073"
RH17 5,"6,813"
RH17 6,"5,477"
RH17 7,"6,973"
RH18 5,"4,453"
RH19 1,"7,145"
RH19 2,"7,202"
RH19 3,"11,043"
RH19 4,"8,089"
RH2  0,"7,851"
RH2  7,"7,355"
RH2  8,"7,070"
RH2  9,"3,953"
RH20 1,"5,013"
RH20 2,"6,780"
RH20 3,"6,428"
RH20 4,"6,747"
RH3  7,"4,366"
RH4  1,"5,223"
RH4  2,"4,998"
RH4  3,"5,258"
RH5  4,"7,105"
RH5  5,"5,314"
RH5  6,"4,126"
RH6  0,"2,633"
RH6  7,"5,988"
RH6  8,"8,989"
RH6  9,"11,707"
RH7  6,"9,222"
RH8  0,"9,717"
RH8  9,"5,829"
RH9  8,"5,443"
RM1  1,"1,538"
RM1  2,"4,296"
RM1  3,"1,815"
RM1  4,"11,961"
RM10 7,"10,993"
RM10 8,"14,801"
RM10 9,"12,387"
RM11 1,"11,559"
RM11 2,"9,622"
RM11 3,"10,596"
RM12 4,"16,114"
RM12 5,"9,824"
RM12 6,"8,302"
RM13 7,"9,035"
RM13 8,"7,399"
RM13 9,"12,482"
RM14 1,"11,267"
RM14 2,"8,350"
RM14 3,"7,413"
RM15 4,"7,986"
RM15 5,"11,192"
RM15 6,"8,268"
RM16 2,"12,230"
RM16 3,"3,587"
RM16 4,"9,864"
RM16 5,758
RM16 6,"14,697"
RM17 5,"12,354"
RM17 6,"15,051"
RM18 7,"4,728"
RM18 8,"11,936"
RM19 1,"6,527"
RM2  5,"6,602"
RM2  6,"6,582"
RM20 3,"1,958"
RM20 4,"2,919"
RM3  0,"10,267"
RM3  7,"9,122"
RM3  8,"10,551"
RM3  9,"10,447"
RM4  1,"4,191"
RM5  2,"8,810"
RM5  3,"9,534"
RM6  4,"11,632"
RM6  5,"11,770"
RM6  6,"9,300"
RM7  0,"10,834"
RM7  7,"5,003"
RM7  8,"7,555"
RM7  9,"5,539"
RM8  1,"11,371"
RM8  2,"15,833"
RM8  3,"11,869"
RM9  4,"12,880"
RM9  5,"12,027"
RM9  6,"11,296"
S1   2,"1,330"
S1   3,243
S1   4,"9,078"
S10  1,"15,322"
S10  2,"5,730"
S10  3,"10,848"
S10  4,"6,917"
S10  5,"8,591"
S11  7,"10,637"
S11  8,"13,809"
S11  9,"9,937"
S12  2,"11,907"
S12  3,"8,711"
S12  4,"13,724"
S13  7,"9,655"
S13  8,"13,314"
S13  9,"7,701"
S14  1,"9,665"
S17  3,"7,427"
S17  4,"8,159"
S18  1,"6,980"
S18  2,"5,935"
S18  3,"1,628"
S18  4,"1,577"
S18  7,"1,891"
S18  8,"6,718"
S2   1,"9,678"
S2   2,"11,248"
S2   3,"8,212"
S2   4,"6,535"
S2   5,"8,856"
S20  1,"6,849"
S20  2,"3,934"
S20  3,332
S20  4,"3,992"
S20  5,"5,605"
S20  6,"2,593"
S20  7,"3,967"
S20  8,"4,110"
S21  1,"7,987"
S21  2,"1,458"
S21  3,"3,005"
S21  4,"7,386"
S21  5,"1,194"
S25  1,"1,241"
S25  2,"8,733"
S25  3,"2,018"
S25  4,"6,604"
S25  5,"2,505"
S26  1,"1,634"
S26  2,"6,904"
S26  3,"2,539"
S26  4,"5,863"
S26  5,"3,266"
S26  6,"3,803"
S26  7,"1,879"
S3   7,"10,905"
S3   8,"3,074"
S3   9,"5,351"
S32  1,"2,018"
S32  2,909
S32  3,"1,331"
S32  4,470
S32  5,969
S33  0,"1,531"
S33  6,"1,019"
S33  7,353
S33  8,642
S33  9,"1,416"
S35  0,"6,524"
S35  1,"7,237"
S35  2,"6,157"
S35  3,"3,302"
S35  4,"6,360"
S35  7,"2,941"
S35  8,"4,532"
S35  9,"4,348"
S36  1,"6,969"
S36  2,"6,100"
S36  3,386
S36  4,715
S36  6,"6,726"
S36  7,"1,658"
S36  8,"1,766"
S36  9,"3,027"
S4   7,"7,047"
S4   8,"7,418"
S40  1,"4,071"
S40  2,"10,990"
S40  3,"9,419"
S40  4,"10,918"
S41  0,"12,936"
S41  7,"6,211"
S41  8,"11,504"
S41  9,"5,751"
S42  5,"12,090"
S42  6,"11,307"
S42  7,"4,831"
S43  1,"8,788"
S43  2,"7,296"
S43  3,"13,700"
S43  4,"10,565"
S44  5,"8,293"
S44  6,"13,407"
S45  0,"1,576"
S45  8,"3,841"
S45  9,"8,205"
S5   0,"11,281"
S5   6,"12,926"
S5   7,"12,833"
S5   8,"13,176"
S5   9,"9,652"
S6   1,"11,745"
S6   2,"7,769"
S6   3,"7,787"
S6   4,"13,282"
S6   5,"9,748"
S6   6,"7,921"
S60  1,"1,255"
S60  2,"6,799"
S60  3,"7,661"
S60  4,"6,391"
S60  5,"15,189"
S61  1,"7,153"
S61  2,"12,772"
S61  3,"7,766"
S61  4,"8,129"
S62  5,"6,717"
S62  6,"4,565"
S62  7,"8,694"
S63  0,"8,687"
S63  6,"8,978"
S63  7,"6,731"
S63  8,"7,136"
S63  9,"6,564"
S64  0,"7,610"
S64  5,"2,262"
S64  8,"12,988"
S64  9,"7,836"
S65  1,"5,719"
S65  2,"13,534"
S65  3,"8,754"
S65  4,"7,568"
S66  1,"5,570"
S66  2,"9,223"
S66  3,"6,772"
S66  7,"10,099"
S66  8,"9,293"
S66  9,"5,226"
S7   1,"9,635"
S7   2,"7,801"
S70  1,"5,674"
S70  2,"1,620"
S70  3,"7,966"
S70  4,"8,132"
S70  5,"7,795"
S70  6,"7,652"
S71  1,"8,048"
S71  2,"9,076"
S71  3,"9,519"
S71  4,"10,069"
S71  5,"8,180"
S72  0,"3,344"
S72  7,"4,672"
S72  8,"12,926"
S72  9,"4,412"
S73  0,"11,826"
S73  8,"8,327"
S73  9,"6,861"
S74  0,"7,431"
S74  8,"4,148"
S74  9,"6,131"
S75  1,"7,013"
S75  2,"8,657"
S75  3,"7,691"
S75  4,"4,737"
S75  5,"8,628"
S75  6,"6,872"
S8   0,"11,060"
S8   7,"12,494"
S8   8,"12,634"
S8   9,"9,986"
S80  1,"5,506"
S80  2,"9,618"
S80  3,"4,979"
S80  4,"9,929"
S81  0,"11,146"
S81  7,"10,563"
S81  8,"7,707"
S81  9,"7,928"
S9   1,"12,124"
S9   3,"3,467"
S9   4,"8,304"
S9   5,"4,194"
SE1  0,"4,859"
SE1  1,"4,274"
SE1  2,"7,893"
SE1  3,"8,896"
SE1  4,"10,678"
SE1  5,"11,349"
SE1  6,"6,408"
SE1  7,"5,591"
SE1  8,"4,070"
SE1  9,"3,019"
SE10 0,"7,819"
SE10 8,"7,517"
SE10 9,"8,651"
SE11 4,"8,860"
SE11 5,"7,300"
SE11 6,"5,814"
SE12 0,"8,642"
SE12 8,"7,958"
SE12 9,"10,543"
SE13 5,"12,725"
SE13 6,"11,961"
SE13 7,"17,592"
SE14 5,"15,038"
SE14 6,"9,641"
SE15 1,"7,119"
SE15 2,"12,538"
SE15 3,"14,373"
SE15 4,"8,383"
SE15 5,"9,579"
SE15 6,"12,367"
SE16 2,"10,116"
SE16 3,"10,229"
SE16 4,"6,665"
SE16 5,"6,352"
SE16 6,"4,915"
SE16 7,"6,680"
SE17 1,"7,836"
SE17 2,"13,729"
SE17 3,"12,026"
SE18 1,"14,635"
SE18 2,"10,055"
SE18 3,"11,788"
SE18 4,"7,685"
SE18 5,"10,374"
SE18 6,"9,766"
SE18 7,"13,081"
SE19 1,"8,804"
SE19 2,"7,789"
SE19 3,"11,057"
SE2  0,"12,590"
SE2  9,"14,514"
SE20 7,"11,585"
SE20 8,"11,296"
SE21 7,"3,902"
SE21 8,"11,357"
SE22 0,"10,440"
SE22 8,"10,659"
SE22 9,"8,639"
SE23 1,"8,639"
SE23 2,"12,961"
SE23 3,"11,889"
SE24 0,"9,256"
SE24 9,"9,658"
SE25 4,"12,515"
SE25 5,"9,473"
SE25 6,"12,698"
SE26 4,"9,781"
SE26 5,"7,941"
SE26 6,"10,656"
SE27 0,"12,554"
SE27 9,"9,282"
SE28 0,"11,234"
SE28 8,"18,254"
SE3  0,"6,061"
SE3  7,"8,652"
SE3  8,"9,513"
SE3  9,"7,564"
SE4  1,"17,285"
SE4  2,"11,438"
SE5  0,"9,259"
SE5  7,"10,806"
SE5  8,"14,703"
SE5  9,"11,488"
SE6  1,"16,764"
SE6  2,"13,369"
SE6  3,"11,129"
SE6  4,"12,009"
SE7  7,"12,035"
SE7  8,"9,104"
SE8  3,"10,520"
SE8  4,"7,542"
SE8  5,"9,797"
SE9  1,"11,716"
SE9  2,"10,067"
SE9  3,"12,849"
SE9  4,"12,003"
SE9  5,"7,193"
SE9  6,"9,024"
SG1  1,"7,227"
SG1  2,"7,325"
SG1  3,"8,240"
SG1  4,"10,655"
SG1  5,"11,072"
SG1  6,"6,731"
SG10 6,"2,087"
SG11 1,"5,014"
SG11 2,"2,955"
SG12 0,"9,464"
SG12 7,"8,788"
SG12 8,"6,471"
SG12 9,"5,344"
SG13 7,"10,747"
SG13 8,"5,896"
SG14 1,"2,521"
SG14 2,"7,248"
SG14 3,"9,029"
SG15 6,"5,584"
SG16 6,"6,110"
SG17 5,"12,203"
SG18 0,"7,559"
SG18 8,"9,688"
SG18 9,"6,881"
SG19 1,"9,649"
SG19 2,"9,422"
SG19 3,"5,026"
SG2  0,"8,148"
SG2  7,"7,753"
SG2  8,"12,756"
SG2  9,"13,455"
SG3  6,"7,068"
SG4  0,"8,805"
SG4  7,"5,109"
SG4  8,"6,582"
SG4  9,"8,716"
SG5  1,"7,232"
SG5  2,"8,205"
SG5  3,"6,338"
SG5  4,"9,632"
SG6  1,"7,167"
SG6  2,"7,802"
SG6  3,"6,125"
SG6  4,"12,155"
SG7  5,"4,406"
SG7  6,"8,870"
SG8  0,"4,070"
SG8  5,"10,627"
SG8  6,"7,240"
SG8  7,"7,620"
SG8  8,"3,365"
SG8  9,"5,355"
SG9  0,"3,220"
SG9  9,"6,154"
SK1  2,"1,635"
SK1  3,"2,495"
SK1  4,"7,420"
SK10 1,"3,206"
SK10 2,"10,749"
SK10 3,"10,347"
SK10 4,"6,390"
SK10 5,"9,112"
SK11 0,"4,208"
SK11 6,"3,687"
SK11 7,"11,697"
SK11 8,"12,796"
SK11 9,"4,159"
SK12 1,"14,260"
SK12 2,"4,812"
SK13 0,"1,943"
SK13 1,"6,899"
SK13 2,"3,700"
SK13 5,"1,437"
SK13 6,"6,113"
SK13 7,"3,872"
SK13 8,"9,126"
SK14 1,"5,911"
SK14 2,"4,141"
SK14 3,"6,487"
SK14 4,"12,573"
SK14 5,"9,854"
SK14 6,"4,389"
SK14 8,"2,878"
SK15 1,"8,991"
SK15 2,"9,184"
SK15 3,"9,249"
SK16 4,"8,400"
SK16 5,"11,245"
SK17 0,"2,935"
SK17 6,"8,296"
SK17 7,"7,427"
SK17 8,"5,515"
SK17 9,"8,034"
SK2  5,"14,129"
SK2  6,"7,566"
SK2  7,"7,214"
SK22 1,"1,127"
SK22 2,"2,381"
SK22 3,"3,077"
SK22 4,"5,645"
SK23 0,"4,579"
SK23 6,"2,142"
SK23 7,"7,873"
SK23 9,"2,531"
SK3  0,"7,081"
SK3  8,"12,530"
SK3  9,"8,776"
SK4  1,"3,645"
SK4  2,"7,980"
SK4  3,"8,354"
SK4  4,"7,543"
SK4  5,"7,282"
SK5  6,"13,968"
SK5  7,"8,222"
SK5  8,"6,964"
SK6  1,"9,330"
SK6  2,"7,055"
SK6  3,"4,718"
SK6  4,"6,629"
SK6  5,"5,792"
SK6  6,"6,588"
SK6  7,"6,873"
SK6  8,"3,828"
SK7  1,"6,761"
SK7  2,"7,106"
SK7  3,"6,678"
SK7  4,"7,388"
SK7  5,"5,876"
SK7  6,"6,645"
SK8  1,"5,536"
SK8  2,"6,923"
SK8  3,"12,440"
SK8  4,"8,557"
SK8  5,"8,382"
SK8  6,"7,783"
SK8  7,"8,725"
SK9  1,"2,340"
SK9  2,"8,953"
SK9  3,"6,266"
SK9  4,"4,067"
SK9  5,"5,052"
SK9  6,"5,285"
SK9  7,"6,038"
SL0  0,"5,578"
SL0  9,"5,541"
SL1  1,"5,761"
SL1  2,"16,380"
SL1  3,"15,764"
SL1  4,447
SL1  5,"13,811"
SL1  6,"7,377"
SL1  7,"5,263"
SL1  8,"3,469"
SL1  9,"2,532"
SL2  1,"15,252"
SL2  2,"7,898"
SL2  3,"7,167"
SL2  4,"5,472"
SL2  5,"17,501"
SL3  0,"3,914"
SL3  6,"3,023"
SL3  7,"14,979"
SL3  8,"17,315"
SL3  9,"5,932"
SL4  1,"3,184"
SL4  2,"6,578"
SL4  3,"8,767"
SL4  4,"10,503"
SL4  5,"9,345"
SL4  6,"4,970"
SL5  0,"3,783"
SL5  7,"5,397"
SL5  8,"7,203"
SL5  9,"7,487"
SL6  0,"4,814"
SL6  1,"5,036"
SL6  2,"10,716"
SL6  3,"11,158"
SL6  4,"7,725"
SL6  5,"6,804"
SL6  6,"9,567"
SL6  7,"9,409"
SL6  8,"6,501"
SL6  9,"6,107"
SL7  1,"7,292"
SL7  2,"5,543"
SL7  3,"8,111"
SL8  5,"6,448"
SL9  0,"5,190"
SL9  7,"5,400"
SL9  8,"4,463"
SL9  9,"5,730"
SM1  1,"2,530"
SM1  2,"13,885"
SM1  3,"11,734"
SM1  4,"9,913"
SM2  5,"12,174"
SM2  6,"9,810"
SM2  7,"5,704"
SM3  8,"7,513"
SM3  9,"13,505"
SM4  4,"14,514"
SM4  5,"9,248"
SM4  6,"13,079"
SM5  1,"13,233"
SM5  2,"11,208"
SM5  3,"7,858"
SM5  4,"6,383"
SM6  0,"6,159"
SM6  7,"6,455"
SM6  8,"11,533"
SM6  9,"12,347"
SM7  1,"6,858"
SM7  2,"6,891"
SM7  3,"4,514"
SN1  1,783
SN1  2,"9,119"
SN1  3,"6,107"
SN1  4,"7,426"
SN1  5,"5,383"
SN1  7,847
SN10 1,"3,942"
SN10 2,"6,430"
SN10 3,"7,604"
SN10 4,"5,268"
SN10 5,"8,300"
SN11 0,"6,041"
SN11 8,"7,377"
SN11 9,"8,940"
SN12 6,"9,714"
SN12 7,"9,761"
SN12 8,"5,736"
SN13 0,"4,756"
SN13 8,"2,524"
SN13 9,"9,249"
SN14 0,"12,717"
SN14 6,"7,400"
SN14 7,"2,761"
SN14 8,"5,205"
SN15 1,"6,720"
SN15 2,"5,081"
SN15 3,"11,587"
SN15 4,"8,219"
SN15 5,"3,502"
SN16 0,"5,989"
SN16 9,"7,842"
SN2  1,"13,492"
SN2  2,"10,816"
SN2  5,"5,824"
SN2  7,"8,746"
SN2  8,"2,270"
SN25 1,"9,952"
SN25 2,"9,693"
SN25 3,"7,562"
SN25 4,"7,998"
SN26 7,"1,537"
SN26 8,290
SN3  1,"7,725"
SN3  2,"11,009"
SN3  3,"8,666"
SN3  4,"12,638"
SN3  5,"4,476"
SN3  6,"6,603"
SN4  0,"7,884"
SN4  7,"6,796"
SN4  8,"6,406"
SN4  9,"6,542"
SN5  0,374
SN5  3,"1,029"
SN5  4,"3,897"
SN5  5,"8,866"
SN5  6,"4,811"
SN5  7,"3,667"
SN5  8,"10,357"
SN6  6,"6,975"
SN6  7,"8,881"
SN6  8,"5,305"
SN7  7,"9,091"
